arse,1
bloody,1
bugger,1
cow,1
crap,1
damn,1
ginger,1
god,1
goddam,1
goddamm,1
god damn,1
jesus,1
christ,1
jesus christ,1
minger,1
arsehole,2
asshole,2
ass hole,2
balls,2
bint,2
bitch,2
bollocks,2
bullshit,2
bull shit,2
feck,2
munter,2
pissed,2
shit,2
tits,2
bastard,3
beaver,3
bellend,3
bloodclaat,3
clunge,3
cock,3
dick,3
dickhead,3
fanny,3
flaps,3
gash,3
knob,3
minge,3
prick,3
punani,3
pussy,3
snatch,3
twat,3
cunt,4
fuck,4
fucker,4
motherfucker,4
mother fucker,4
